utt_id,path,target,corpus,split,attack,bona_fide_source,source_id,speaker_id,generator_id,channel_id,language,platform_id
ai4t/real/0G5Wd3_HuJA_007.wav,datasets/05_AI4T/AI4T_dataset_seg/real/0G5Wd3_HuJA_007.wav,0,ai4t,test,bonafide,ai4t_real,0G5Wd3_HuJA,NA,NA,NA,NA,NA
ai4t/real/0G5Wd3_HuJA_008.wav,datasets/05_AI4T/AI4T_dataset_seg/real/0G5Wd3_HuJA_008.wav,0,ai4t,test,bonafide,ai4t_real,0G5Wd3_HuJA,NA,NA,NA,NA,NA
ai4t/real/0G5Wd3_HuJA_009.wav,datasets/05_AI4T/AI4T_dataset_seg/real/0G5Wd3_HuJA_009.wav,0,ai4t,test,bonafide,ai4t_real,0G5Wd3_HuJA,NA,NA,NA,NA,NA
ai4t/real/0G5Wd3_HuJA_010.wav,datasets/05_AI4T/AI4T_dataset_seg/real/0G5Wd3_HuJA_010.wav,0,ai4t,test,bonafide,ai4t_real,0G5Wd3_HuJA,NA,NA,NA,NA,NA
ai4t/real/0G5Wd3_HuJA_011.wav,datasets/05_AI4T/AI4T_dataset_seg/real/0G5Wd3_HuJA_011.wav,0,ai4t,test,bonafide,ai4t_real,0G5Wd3_HuJA,NA,NA,NA,NA,NA
ai4t/real/0G5Wd3_HuJA_012.wav,datasets/05_AI4T/AI4T_dataset_seg/real/0G5Wd3_HuJA_012.wav,0,ai4t,test,bonafide,ai4t_real,0G5Wd3_HuJA,NA,NA,NA,NA,NA
ai4t/real/0G5Wd3_HuJA_013.wav,datasets/05_AI4T/AI4T_dataset_seg/real/0G5Wd3_HuJA_013.wav,0,ai4t,test,bonafide,ai4t_real,0G5Wd3_HuJA,NA,NA,NA,NA,NA
ai4t/real/0G5Wd3_HuJA_014.wav,datasets/05_AI4T/AI4T_dataset_seg/real/0G5Wd3_HuJA_014.wav,0,ai4t,test,bonafide,ai4t_real,0G5Wd3_HuJA,NA,NA,NA,NA,NA
ai4t/real/0G5Wd3_HuJA_015.wav,datasets/05_AI4T/AI4T_dataset_seg/real/0G5Wd3_HuJA_015.wav,0,ai4t,test,bonafide,ai4t_real,0G5Wd3_HuJA,NA,NA,NA,NA,NA
ai4t/real/0G5Wd3_HuJA_016.wav,datasets/05_AI4T/AI4T_dataset_seg/real/0G5Wd3_HuJA_016.wav,0,ai4t,test,bonafide,ai4t_real,0G5Wd3_HuJA,NA,NA,NA,NA,NA
ai4t/real/0G5Wd3_HuJA_017.wav,datasets/05_AI4T/AI4T_dataset_seg/real/0G5Wd3_HuJA_017.wav,0,ai4t,test,bonafide,ai4t_real,0G5Wd3_HuJA,NA,NA,NA,NA,NA
ai4t/real/0G5Wd3_HuJA_018.wav,datasets/05_AI4T/AI4T_dataset_seg/real/0G5Wd3_HuJA_018.wav,0,ai4t,test,bonafide,ai4t_real,0G5Wd3_HuJA,NA,NA,NA,NA,NA
ai4t/real/0G5Wd3_HuJA_019.wav,datasets/05_AI4T/AI4T_dataset_seg/real/0G5Wd3_HuJA_019.wav,0,ai4t,test,bonafide,ai4t_real,0G5Wd3_HuJA,NA,NA,NA,NA,NA
ai4t/real/0G5Wd3_HuJA_020.wav,datasets/05_AI4T/AI4T_dataset_seg/real/0G5Wd3_HuJA_020.wav,0,ai4t,test,bonafide,ai4t_real,0G5Wd3_HuJA,NA,NA,NA,NA,NA
ai4t/real/0G5Wd3_HuJA_021.wav,datasets/05_AI4T/AI4T_dataset_seg/real/0G5Wd3_HuJA_021.wav,0,ai4t,test,bonafide,ai4t_real,0G5Wd3_HuJA,NA,NA,NA,NA,NA
ai4t/real/0G5Wd3_HuJA_022.wav,datasets/05_AI4T/AI4T_dataset_seg/real/0G5Wd3_HuJA_022.wav,0,ai4t,test,bonafide,ai4t_real,0G5Wd3_HuJA,NA,NA,NA,NA,NA
ai4t/real/0G5Wd3_HuJA_023.wav,datasets/05_AI4T/AI4T_dataset_seg/real/0G5Wd3_HuJA_023.wav,0,ai4t,test,bonafide,ai4t_real,0G5Wd3_HuJA,NA,NA,NA,NA,NA
ai4t/real/0G5Wd3_HuJA_024.wav,datasets/05_AI4T/AI4T_dataset_seg/real/0G5Wd3_HuJA_024.wav,0,ai4t,test,bonafide,ai4t_real,0G5Wd3_HuJA,NA,NA,NA,NA,NA
ai4t/real/0G5Wd3_HuJA_025.wav,datasets/05_AI4T/AI4T_dataset_seg/real/0G5Wd3_HuJA_025.wav,0,ai4t,test,bonafide,ai4t_real,0G5Wd3_HuJA,NA,NA,NA,NA,NA
ai4t/real/0G5Wd3_HuJA_026.wav,datasets/05_AI4T/AI4T_dataset_seg/real/0G5Wd3_HuJA_026.wav,0,ai4t,test,bonafide,ai4t_real,0G5Wd3_HuJA,NA,NA,NA,NA,NA
ai4t/real/0G5Wd3_HuJA_027.wav,datasets/05_AI4T/AI4T_dataset_seg/real/0G5Wd3_HuJA_027.wav,0,ai4t,test,bonafide,ai4t_real,0G5Wd3_HuJA,NA,NA,NA,NA,NA
ai4t/real/0G5Wd3_HuJA_028.wav,datasets/05_AI4T/AI4T_dataset_seg/real/0G5Wd3_HuJA_028.wav,0,ai4t,test,bonafide,ai4t_real,0G5Wd3_HuJA,NA,NA,NA,NA,NA
ai4t/real/0G5Wd3_HuJA_029.wav,datasets/05_AI4T/AI4T_dataset_seg/real/0G5Wd3_HuJA_029.wav,0,ai4t,test,bonafide,ai4t_real,0G5Wd3_HuJA,NA,NA,NA,NA,NA
ai4t/real/0G5Wd3_HuJA_030.wav,datasets/05_AI4T/AI4T_dataset_seg/real/0G5Wd3_HuJA_030.wav,0,ai4t,test,bonafide,ai4t_real,0G5Wd3_HuJA,NA,NA,NA,NA,NA
ai4t/real/0G5Wd3_HuJA_031.wav,datasets/05_AI4T/AI4T_dataset_seg/real/0G5Wd3_HuJA_031.wav,0,ai4t,test,bonafide,ai4t_real,0G5Wd3_HuJA,NA,NA,NA,NA,NA
ai4t/real/0GMM-JHjWrQ_000.wav,datasets/05_AI4T/AI4T_dataset_seg/real/0GMM-JHjWrQ_000.wav,0,ai4t,test,bonafide,ai4t_real,0GMM-JHjWrQ,NA,NA,NA,NA,NA
ai4t/real/0GMM-JHjWrQ_001.wav,datasets/05_AI4T/AI4T_dataset_seg/real/0GMM-JHjWrQ_001.wav,0,ai4t,test,bonafide,ai4t_real,0GMM-JHjWrQ,NA,NA,NA,NA,NA
ai4t/real/0GMM-JHjWrQ_002.wav,datasets/05_AI4T/AI4T_dataset_seg/real/0GMM-JHjWrQ_002.wav,0,ai4t,test,bonafide,ai4t_real,0GMM-JHjWrQ,NA,NA,NA,NA,NA
ai4t/real/0GMM-JHjWrQ_003.wav,datasets/05_AI4T/AI4T_dataset_seg/real/0GMM-JHjWrQ_003.wav,0,ai4t,test,bonafide,ai4t_real,0GMM-JHjWrQ,NA,NA,NA,NA,NA
ai4t/real/0GMM-JHjWrQ_004.wav,datasets/05_AI4T/AI4T_dataset_seg/real/0GMM-JHjWrQ_004.wav,0,ai4t,test,bonafide,ai4t_real,0GMM-JHjWrQ,NA,NA,NA,NA,NA
ai4t/real/0GMM-JHjWrQ_005.wav,datasets/05_AI4T/AI4T_dataset_seg/real/0GMM-JHjWrQ_005.wav,0,ai4t,test,bonafide,ai4t_real,0GMM-JHjWrQ,NA,NA,NA,NA,NA
ai4t/real/0GMM-JHjWrQ_006.wav,datasets/05_AI4T/AI4T_dataset_seg/real/0GMM-JHjWrQ_006.wav,0,ai4t,test,bonafide,ai4t_real,0GMM-JHjWrQ,NA,NA,NA,NA,NA
ai4t/real/0GMM-JHjWrQ_007.wav,datasets/05_AI4T/AI4T_dataset_seg/real/0GMM-JHjWrQ_007.wav,0,ai4t,test,bonafide,ai4t_real,0GMM-JHjWrQ,NA,NA,NA,NA,NA
ai4t/real/0GMM-JHjWrQ_008.wav,datasets/05_AI4T/AI4T_dataset_seg/real/0GMM-JHjWrQ_008.wav,0,ai4t,test,bonafide,ai4t_real,0GMM-JHjWrQ,NA,NA,NA,NA,NA
ai4t/real/0GMM-JHjWrQ_009.wav,datasets/05_AI4T/AI4T_dataset_seg/real/0GMM-JHjWrQ_009.wav,0,ai4t,test,bonafide,ai4t_real,0GMM-JHjWrQ,NA,NA,NA,NA,NA
ai4t/real/0GMM-JHjWrQ_010.wav,datasets/05_AI4T/AI4T_dataset_seg/real/0GMM-JHjWrQ_010.wav,0,ai4t,test,bonafide,ai4t_real,0GMM-JHjWrQ,NA,NA,NA,NA,NA
ai4t/real/0GMM-JHjWrQ_011.wav,datasets/05_AI4T/AI4T_dataset_seg/real/0GMM-JHjWrQ_011.wav,0,ai4t,test,bonafide,ai4t_real,0GMM-JHjWrQ,NA,NA,NA,NA,NA
ai4t/real/0GMM-JHjWrQ_012.wav,datasets/05_AI4T/AI4T_dataset_seg/real/0GMM-JHjWrQ_012.wav,0,ai4t,test,bonafide,ai4t_real,0GMM-JHjWrQ,NA,NA,NA,NA,NA
ai4t/real/0GMM-JHjWrQ_013.wav,datasets/05_AI4T/AI4T_dataset_seg/real/0GMM-JHjWrQ_013.wav,0,ai4t,test,bonafide,ai4t_real,0GMM-JHjWrQ,NA,NA,NA,NA,NA
ai4t/real/0GMM-JHjWrQ_014.wav,datasets/05_AI4T/AI4T_dataset_seg/real/0GMM-JHjWrQ_014.wav,0,ai4t,test,bonafide,ai4t_real,0GMM-JHjWrQ,NA,NA,NA,NA,NA
ai4t/real/0GMM-JHjWrQ_015.wav,datasets/05_AI4T/AI4T_dataset_seg/real/0GMM-JHjWrQ_015.wav,0,ai4t,test,bonafide,ai4t_real,0GMM-JHjWrQ,NA,NA,NA,NA,NA
ai4t/real/0GMM-JHjWrQ_016.wav,datasets/05_AI4T/AI4T_dataset_seg/real/0GMM-JHjWrQ_016.wav,0,ai4t,test,bonafide,ai4t_real,0GMM-JHjWrQ,NA,NA,NA,NA,NA
ai4t/real/0GMM-JHjWrQ_017.wav,datasets/05_AI4T/AI4T_dataset_seg/real/0GMM-JHjWrQ_017.wav,0,ai4t,test,bonafide,ai4t_real,0GMM-JHjWrQ,NA,NA,NA,NA,NA
ai4t/real/0GMM-JHjWrQ_018.wav,datasets/05_AI4T/AI4T_dataset_seg/real/0GMM-JHjWrQ_018.wav,0,ai4t,test,bonafide,ai4t_real,0GMM-JHjWrQ,NA,NA,NA,NA,NA
ai4t/real/129qpOI2NFg_000.wav,datasets/05_AI4T/AI4T_dataset_seg/real/129qpOI2NFg_000.wav,0,ai4t,test,bonafide,ai4t_real,129qpOI2NFg,NA,NA,NA,NA,NA
