utt_id,path,target,corpus,split,attack,bona_fide_source,source_id,speaker_id,generator_id,channel_id,language,platform_id,hf_path
kwokbona/ami_ihm/audios/eval_ami_en2002a_h00_mee073_0118904_0118986.wav,datasets/13_KWOK_BONA/data/ami_ihm/audios/eval_ami_en2002a_h00_mee073_0118904_0118986.wav,0,kwokbona,test,bonafide,ami_ihm,ami-en2002a-mee073,ami-mee073,NA,h00,en,NA,NA
kwokbona/ami_ihm/audios/eval_ami_en2002a_h00_mee073_0148212_0148293.wav,datasets/13_KWOK_BONA/data/ami_ihm/audios/eval_ami_en2002a_h00_mee073_0148212_0148293.wav,0,kwokbona,test,bonafide,ami_ihm,ami-en2002a-mee073,ami-mee073,NA,h00,en,NA,NA
kwokbona/ami_ihm/audios/eval_ami_en2002a_h00_mee073_0150408_0150546.wav,datasets/13_KWOK_BONA/data/ami_ihm/audios/eval_ami_en2002a_h00_mee073_0150408_0150546.wav,0,kwokbona,test,bonafide,ami_ihm,ami-en2002a-mee073,ami-mee073,NA,h00,en,NA,NA
kwokbona/ami_ihm/audios/eval_ami_en2002a_h00_mee073_0188196_0188212.wav,datasets/13_KWOK_BONA/data/ami_ihm/audios/eval_ami_en2002a_h00_mee073_0188196_0188212.wav,0,kwokbona,test,bonafide,ami_ihm,ami-en2002a-mee073,ami-mee073,NA,h00,en,NA,NA
kwokbona/ami_ihm/audios/eval_ami_en2002a_h00_mee073_0193869_0193922.wav,datasets/13_KWOK_BONA/data/ami_ihm/audios/eval_ami_en2002a_h00_mee073_0193869_0193922.wav,0,kwokbona,test,bonafide,ami_ihm,ami-en2002a-mee073,ami-mee073,NA,h00,en,NA,NA
kwokbona/ami_ihm/audios/eval_ami_en2002a_h00_mee073_0195394_0195537.wav,datasets/13_KWOK_BONA/data/ami_ihm/audios/eval_ami_en2002a_h00_mee073_0195394_0195537.wav,0,kwokbona,test,bonafide,ami_ihm,ami-en2002a-mee073,ami-mee073,NA,h00,en,NA,NA
kwokbona/ami_ihm/audios/eval_ami_en2002a_h00_mee073_0196808_0196845.wav,datasets/13_KWOK_BONA/data/ami_ihm/audios/eval_ami_en2002a_h00_mee073_0196808_0196845.wav,0,kwokbona,test,bonafide,ami_ihm,ami-en2002a-mee073,ami-mee073,NA,h00,en,NA,NA
kwokbona/ami_ihm/audios/eval_ami_en2002a_h01_feo070_0003804_0004372.wav,datasets/13_KWOK_BONA/data/ami_ihm/audios/eval_ami_en2002a_h01_feo070_0003804_0004372.wav,0,kwokbona,test,bonafide,ami_ihm,ami-en2002a-feo070,ami-feo070,NA,h01,en,NA,NA
kwokbona/ami_ihm/audios/eval_ami_en2002a_h01_feo070_0033648_0034102.wav,datasets/13_KWOK_BONA/data/ami_ihm/audios/eval_ami_en2002a_h01_feo070_0033648_0034102.wav,0,kwokbona,test,bonafide,ami_ihm,ami-en2002a-feo070,ami-feo070,NA,h01,en,NA,NA
kwokbona/ami_ihm/audios/eval_ami_en2002a_h01_feo070_0035885_0035950.wav,datasets/13_KWOK_BONA/data/ami_ihm/audios/eval_ami_en2002a_h01_feo070_0035885_0035950.wav,0,kwokbona,test,bonafide,ami_ihm,ami-en2002a-feo070,ami-feo070,NA,h01,en,NA,NA
kwokbona/ami_ihm/audios/eval_ami_en2002a_h01_feo070_0097561_0097613.wav,datasets/13_KWOK_BONA/data/ami_ihm/audios/eval_ami_en2002a_h01_feo070_0097561_0097613.wav,0,kwokbona,test,bonafide,ami_ihm,ami-en2002a-feo070,ami-feo070,NA,h01,en,NA,NA
kwokbona/ami_ihm/audios/eval_ami_en2002a_h01_feo070_0106053_0106854.wav,datasets/13_KWOK_BONA/data/ami_ihm/audios/eval_ami_en2002a_h01_feo070_0106053_0106854.wav,0,kwokbona,test,bonafide,ami_ihm,ami-en2002a-feo070,ami-feo070,NA,h01,en,NA,NA
kwokbona/ami_ihm/audios/eval_ami_en2002a_h01_feo070_0128615_0128800.wav,datasets/13_KWOK_BONA/data/ami_ihm/audios/eval_ami_en2002a_h01_feo070_0128615_0128800.wav,0,kwokbona,test,bonafide,ami_ihm,ami-en2002a-feo070,ami-feo070,NA,h01,en,NA,NA
kwokbona/ami_ihm/audios/eval_ami_en2002a_h01_feo070_0161641_0161676.wav,datasets/13_KWOK_BONA/data/ami_ihm/audios/eval_ami_en2002a_h01_feo070_0161641_0161676.wav,0,kwokbona,test,bonafide,ami_ihm,ami-en2002a-feo070,ami-feo070,NA,h01,en,NA,NA
kwokbona/ami_ihm/audios/eval_ami_en2002a_h01_feo070_0170294_0170594.wav,datasets/13_KWOK_BONA/data/ami_ihm/audios/eval_ami_en2002a_h01_feo070_0170294_0170594.wav,0,kwokbona,test,bonafide,ami_ihm,ami-en2002a-feo070,ami-feo070,NA,h01,en,NA,NA
kwokbona/ami_ihm/audios/eval_ami_en2002a_h01_feo070_0180527_0180987.wav,datasets/13_KWOK_BONA/data/ami_ihm/audios/eval_ami_en2002a_h01_feo070_0180527_0180987.wav,0,kwokbona,test,bonafide,ami_ihm,ami-en2002a-feo070,ami-feo070,NA,h01,en,NA,NA
kwokbona/ami_ihm/audios/eval_ami_en2002a_h01_feo070_0186815_0186841.wav,datasets/13_KWOK_BONA/data/ami_ihm/audios/eval_ami_en2002a_h01_feo070_0186815_0186841.wav,0,kwokbona,test,bonafide,ami_ihm,ami-en2002a-feo070,ami-feo070,NA,h01,en,NA,NA
kwokbona/ami_ihm/audios/eval_ami_en2002a_h01_feo070_0192242_0192775.wav,datasets/13_KWOK_BONA/data/ami_ihm/audios/eval_ami_en2002a_h01_feo070_0192242_0192775.wav,0,kwokbona,test,bonafide,ami_ihm,ami-en2002a-feo070,ami-feo070,NA,h01,en,NA,NA
kwokbona/ami_ihm/audios/eval_ami_en2002a_h01_feo070_0201252_0201545.wav,datasets/13_KWOK_BONA/data/ami_ihm/audios/eval_ami_en2002a_h01_feo070_0201252_0201545.wav,0,kwokbona,test,bonafide,ami_ihm,ami-en2002a-feo070,ami-feo070,NA,h01,en,NA,NA
kwokbona/ami_ihm/audios/eval_ami_en2002a_h01_feo070_0210783_0210862.wav,datasets/13_KWOK_BONA/data/ami_ihm/audios/eval_ami_en2002a_h01_feo070_0210783_0210862.wav,0,kwokbona,test,bonafide,ami_ihm,ami-en2002a-feo070,ami-feo070,NA,h01,en,NA,NA
kwokbona/ami_ihm/audios/eval_ami_en2002a_h01_feo070_0214159_0214237.wav,datasets/13_KWOK_BONA/data/ami_ihm/audios/eval_ami_en2002a_h01_feo070_0214159_0214237.wav,0,kwokbona,test,bonafide,ami_ihm,ami-en2002a-feo070,ami-feo070,NA,h01,en,NA,NA
kwokbona/ami_ihm/audios/eval_ami_en2002a_h02_feo072_0005038_0005142.wav,datasets/13_KWOK_BONA/data/ami_ihm/audios/eval_ami_en2002a_h02_feo072_0005038_0005142.wav,0,kwokbona,test,bonafide,ami_ihm,ami-en2002a-feo072,ami-feo072,NA,h02,en,NA,NA
kwokbona/ami_ihm/audios/eval_ami_en2002a_h02_feo072_0029908_0029948.wav,datasets/13_KWOK_BONA/data/ami_ihm/audios/eval_ami_en2002a_h02_feo072_0029908_0029948.wav,0,kwokbona,test,bonafide,ami_ihm,ami-en2002a-feo072,ami-feo072,NA,h02,en,NA,NA
kwokbona/ami_ihm/audios/eval_ami_en2002a_h02_feo072_0038786_0039120.wav,datasets/13_KWOK_BONA/data/ami_ihm/audios/eval_ami_en2002a_h02_feo072_0038786_0039120.wav,0,kwokbona,test,bonafide,ami_ihm,ami-en2002a-feo072,ami-feo072,NA,h02,en,NA,NA
kwokbona/ami_ihm/audios/eval_ami_en2002a_h02_feo072_0045907_0045991.wav,datasets/13_KWOK_BONA/data/ami_ihm/audios/eval_ami_en2002a_h02_feo072_0045907_0045991.wav,0,kwokbona,test,bonafide,ami_ihm,ami-en2002a-feo072,ami-feo072,NA,h02,en,NA,NA
kwokbona/ami_ihm/audios/eval_ami_en2002a_h02_feo072_0055554_0055657.wav,datasets/13_KWOK_BONA/data/ami_ihm/audios/eval_ami_en2002a_h02_feo072_0055554_0055657.wav,0,kwokbona,test,bonafide,ami_ihm,ami-en2002a-feo072,ami-feo072,NA,h02,en,NA,NA
kwokbona/ami_ihm/audios/eval_ami_en2002a_h02_feo072_0067774_0067816.wav,datasets/13_KWOK_BONA/data/ami_ihm/audios/eval_ami_en2002a_h02_feo072_0067774_0067816.wav,0,kwokbona,test,bonafide,ami_ihm,ami-en2002a-feo072,ami-feo072,NA,h02,en,NA,NA
kwokbona/ami_ihm/audios/eval_ami_en2002a_h02_feo072_0071314_0071348.wav,datasets/13_KWOK_BONA/data/ami_ihm/audios/eval_ami_en2002a_h02_feo072_0071314_0071348.wav,0,kwokbona,test,bonafide,ami_ihm,ami-en2002a-feo072,ami-feo072,NA,h02,en,NA,NA
kwokbona/ami_ihm/audios/eval_ami_en2002a_h02_feo072_0082025_0082238.wav,datasets/13_KWOK_BONA/data/ami_ihm/audios/eval_ami_en2002a_h02_feo072_0082025_0082238.wav,0,kwokbona,test,bonafide,ami_ihm,ami-en2002a-feo072,ami-feo072,NA,h02,en,NA,NA
kwokbona/ami_ihm/audios/eval_ami_en2002a_h02_feo072_0084417_0084676.wav,datasets/13_KWOK_BONA/data/ami_ihm/audios/eval_ami_en2002a_h02_feo072_0084417_0084676.wav,0,kwokbona,test,bonafide,ami_ihm,ami-en2002a-feo072,ami-feo072,NA,h02,en,NA,NA
kwokbona/ami_ihm/audios/eval_ami_en2002a_h02_feo072_0087724_0087747.wav,datasets/13_KWOK_BONA/data/ami_ihm/audios/eval_ami_en2002a_h02_feo072_0087724_0087747.wav,0,kwokbona,test,bonafide,ami_ihm,ami-en2002a-feo072,ami-feo072,NA,h02,en,NA,NA
kwokbona/ami_ihm/audios/eval_ami_en2002a_h02_feo072_0095493_0095832.wav,datasets/13_KWOK_BONA/data/ami_ihm/audios/eval_ami_en2002a_h02_feo072_0095493_0095832.wav,0,kwokbona,test,bonafide,ami_ihm,ami-en2002a-feo072,ami-feo072,NA,h02,en,NA,NA
kwokbona/ami_ihm/audios/eval_ami_en2002a_h02_feo072_0105314_0105391.wav,datasets/13_KWOK_BONA/data/ami_ihm/audios/eval_ami_en2002a_h02_feo072_0105314_0105391.wav,0,kwokbona,test,bonafide,ami_ihm,ami-en2002a-feo072,ami-feo072,NA,h02,en,NA,NA
kwokbona/ami_ihm/audios/eval_ami_en2002a_h02_feo072_0137199_0137656.wav,datasets/13_KWOK_BONA/data/ami_ihm/audios/eval_ami_en2002a_h02_feo072_0137199_0137656.wav,0,kwokbona,test,bonafide,ami_ihm,ami-en2002a-feo072,ami-feo072,NA,h02,en,NA,NA
kwokbona/ami_ihm/audios/eval_ami_en2002a_h02_feo072_0146484_0146570.wav,datasets/13_KWOK_BONA/data/ami_ihm/audios/eval_ami_en2002a_h02_feo072_0146484_0146570.wav,0,kwokbona,test,bonafide,ami_ihm,ami-en2002a-feo072,ami-feo072,NA,h02,en,NA,NA
kwokbona/ami_ihm/audios/eval_ami_en2002a_h02_feo072_0171814_0172395.wav,datasets/13_KWOK_BONA/data/ami_ihm/audios/eval_ami_en2002a_h02_feo072_0171814_0172395.wav,0,kwokbona,test,bonafide,ami_ihm,ami-en2002a-feo072,ami-feo072,NA,h02,en,NA,NA
kwokbona/ami_ihm/audios/eval_ami_en2002a_h02_feo072_0173365_0173753.wav,datasets/13_KWOK_BONA/data/ami_ihm/audios/eval_ami_en2002a_h02_feo072_0173365_0173753.wav,0,kwokbona,test,bonafide,ami_ihm,ami-en2002a-feo072,ami-feo072,NA,h02,en,NA,NA
kwokbona/ami_ihm/audios/eval_ami_en2002a_h02_feo072_0178441_0178929.wav,datasets/13_KWOK_BONA/data/ami_ihm/audios/eval_ami_en2002a_h02_feo072_0178441_0178929.wav,0,kwokbona,test,bonafide,ami_ihm,ami-en2002a-feo072,ami-feo072,NA,h02,en,NA,NA
kwokbona/ami_ihm/audios/eval_ami_en2002a_h02_feo072_0182351_0182370.wav,datasets/13_KWOK_BONA/data/ami_ihm/audios/eval_ami_en2002a_h02_feo072_0182351_0182370.wav,0,kwokbona,test,bonafide,ami_ihm,ami-en2002a-feo072,ami-feo072,NA,h02,en,NA,NA
kwokbona/ami_ihm/audios/eval_ami_en2002a_h02_feo072_0186866_0187030.wav,datasets/13_KWOK_BONA/data/ami_ihm/audios/eval_ami_en2002a_h02_feo072_0186866_0187030.wav,0,kwokbona,test,bonafide,ami_ihm,ami-en2002a-feo072,ami-feo072,NA,h02,en,NA,NA
kwokbona/ami_ihm/audios/eval_ami_en2002a_h02_feo072_0187030_0187079.wav,datasets/13_KWOK_BONA/data/ami_ihm/audios/eval_ami_en2002a_h02_feo072_0187030_0187079.wav,0,kwokbona,test,bonafide,ami_ihm,ami-en2002a-feo072,ami-feo072,NA,h02,en,NA,NA
kwokbona/ami_ihm/audios/eval_ami_en2002a_h02_feo072_0190375_0190467.wav,datasets/13_KWOK_BONA/data/ami_ihm/audios/eval_ami_en2002a_h02_feo072_0190375_0190467.wav,0,kwokbona,test,bonafide,ami_ihm,ami-en2002a-feo072,ami-feo072,NA,h02,en,NA,NA
kwokbona/ami_ihm/audios/eval_ami_en2002a_h03_mee071_0001907_0002369.wav,datasets/13_KWOK_BONA/data/ami_ihm/audios/eval_ami_en2002a_h03_mee071_0001907_0002369.wav,0,kwokbona,test,bonafide,ami_ihm,ami-en2002a-mee071,ami-mee071,NA,h03,en,NA,NA
kwokbona/ami_ihm/audios/eval_ami_en2002a_h03_mee071_0022651_0023204.wav,datasets/13_KWOK_BONA/data/ami_ihm/audios/eval_ami_en2002a_h03_mee071_0022651_0023204.wav,0,kwokbona,test,bonafide,ami_ihm,ami-en2002a-mee071,ami-mee071,NA,h03,en,NA,NA
kwokbona/ami_ihm/audios/eval_ami_en2002a_h03_mee071_0036443_0036813.wav,datasets/13_KWOK_BONA/data/ami_ihm/audios/eval_ami_en2002a_h03_mee071_0036443_0036813.wav,0,kwokbona,test,bonafide,ami_ihm,ami-en2002a-mee071,ami-mee071,NA,h03,en,NA,NA
kwokbona/ami_ihm/audios/eval_ami_en2002a_h03_mee071_0050901_0051126.wav,datasets/13_KWOK_BONA/data/ami_ihm/audios/eval_ami_en2002a_h03_mee071_0050901_0051126.wav,0,kwokbona,test,bonafide,ami_ihm,ami-en2002a-mee071,ami-mee071,NA,h03,en,NA,NA
kwokbona/ami_ihm/audios/eval_ami_en2002a_h03_mee071_0057791_0058099.wav,datasets/13_KWOK_BONA/data/ami_ihm/audios/eval_ami_en2002a_h03_mee071_0057791_0058099.wav,0,kwokbona,test,bonafide,ami_ihm,ami-en2002a-mee071,ami-mee071,NA,h03,en,NA,NA
kwokbona/ami_ihm/audios/eval_ami_en2002a_h03_mee071_0075352_0075888.wav,datasets/13_KWOK_BONA/data/ami_ihm/audios/eval_ami_en2002a_h03_mee071_0075352_0075888.wav,0,kwokbona,test,bonafide,ami_ihm,ami-en2002a-mee071,ami-mee071,NA,h03,en,NA,NA
kwokbona/ami_ihm/audios/eval_ami_en2002a_h03_mee071_0092409_0092544.wav,datasets/13_KWOK_BONA/data/ami_ihm/audios/eval_ami_en2002a_h03_mee071_0092409_0092544.wav,0,kwokbona,test,bonafide,ami_ihm,ami-en2002a-mee071,ami-mee071,NA,h03,en,NA,NA
kwokbona/ami_ihm/audios/eval_ami_en2002a_h03_mee071_0107961_0108005.wav,datasets/13_KWOK_BONA/data/ami_ihm/audios/eval_ami_en2002a_h03_mee071_0107961_0108005.wav,0,kwokbona,test,bonafide,ami_ihm,ami-en2002a-mee071,ami-mee071,NA,h03,en,NA,NA
kwokbona/ami_ihm/audios/eval_ami_en2002a_h03_mee071_0141114_0141347.wav,datasets/13_KWOK_BONA/data/ami_ihm/audios/eval_ami_en2002a_h03_mee071_0141114_0141347.wav,0,kwokbona,test,bonafide,ami_ihm,ami-en2002a-mee071,ami-mee071,NA,h03,en,NA,NA
kwokbona/ami_ihm/audios/eval_ami_en2002a_h03_mee071_0174055_0174256.wav,datasets/13_KWOK_BONA/data/ami_ihm/audios/eval_ami_en2002a_h03_mee071_0174055_0174256.wav,0,kwokbona,test,bonafide,ami_ihm,ami-en2002a-mee071,ami-mee071,NA,h03,en,NA,NA
kwokbona/ami_ihm/audios/eval_ami_en2002a_h03_mee071_0188093_0188254.wav,datasets/13_KWOK_BONA/data/ami_ihm/audios/eval_ami_en2002a_h03_mee071_0188093_0188254.wav,0,kwokbona,test,bonafide,ami_ihm,ami-en2002a-mee071,ami-mee071,NA,h03,en,NA,NA
kwokbona/ami_ihm/audios/eval_ami_en2002a_h03_mee071_0202399_0202522.wav,datasets/13_KWOK_BONA/data/ami_ihm/audios/eval_ami_en2002a_h03_mee071_0202399_0202522.wav,0,kwokbona,test,bonafide,ami_ihm,ami-en2002a-mee071,ami-mee071,NA,h03,en,NA,NA
kwokbona/ami_ihm/audios/eval_ami_en2002a_h03_mee071_0212121_0212177.wav,datasets/13_KWOK_BONA/data/ami_ihm/audios/eval_ami_en2002a_h03_mee071_0212121_0212177.wav,0,kwokbona,test,bonafide,ami_ihm,ami-en2002a-mee071,ami-mee071,NA,h03,en,NA,NA
kwokbona/ami_ihm/audios/eval_ami_en2002b_h00_feo070_0029410_0029595.wav,datasets/13_KWOK_BONA/data/ami_ihm/audios/eval_ami_en2002b_h00_feo070_0029410_0029595.wav,0,kwokbona,test,bonafide,ami_ihm,ami-en2002b-feo070,ami-feo070,NA,h00,en,NA,NA
kwokbona/ami_ihm/audios/eval_ami_en2002b_h00_feo070_0031794_0031810.wav,datasets/13_KWOK_BONA/data/ami_ihm/audios/eval_ami_en2002b_h00_feo070_0031794_0031810.wav,0,kwokbona,test,bonafide,ami_ihm,ami-en2002b-feo070,ami-feo070,NA,h00,en,NA,NA
kwokbona/ami_ihm/audios/eval_ami_en2002b_h00_feo070_0061441_0061494.wav,datasets/13_KWOK_BONA/data/ami_ihm/audios/eval_ami_en2002b_h00_feo070_0061441_0061494.wav,0,kwokbona,test,bonafide,ami_ihm,ami-en2002b-feo070,ami-feo070,NA,h00,en,NA,NA
kwokbona/ami_ihm/audios/eval_ami_en2002b_h00_feo070_0125650_0125683.wav,datasets/13_KWOK_BONA/data/ami_ihm/audios/eval_ami_en2002b_h00_feo070_0125650_0125683.wav,0,kwokbona,test,bonafide,ami_ihm,ami-en2002b-feo070,ami-feo070,NA,h00,en,NA,NA
kwokbona/ami_ihm/audios/eval_ami_en2002b_h00_feo070_0133932_0133950.wav,datasets/13_KWOK_BONA/data/ami_ihm/audios/eval_ami_en2002b_h00_feo070_0133932_0133950.wav,0,kwokbona,test,bonafide,ami_ihm,ami-en2002b-feo070,ami-feo070,NA,h00,en,NA,NA
kwokbona/ami_ihm/audios/eval_ami_en2002b_h00_feo070_0175251_0175396.wav,datasets/13_KWOK_BONA/data/ami_ihm/audios/eval_ami_en2002b_h00_feo070_0175251_0175396.wav,0,kwokbona,test,bonafide,ami_ihm,ami-en2002b-feo070,ami-feo070,NA,h00,en,NA,NA
kwokbona/ami_ihm/audios/eval_ami_en2002b_h00_feo070_0176516_0176568.wav,datasets/13_KWOK_BONA/data/ami_ihm/audios/eval_ami_en2002b_h00_feo070_0176516_0176568.wav,0,kwokbona,test,bonafide,ami_ihm,ami-en2002b-feo070,ami-feo070,NA,h00,en,NA,NA
kwokbona/ami_ihm/audios/eval_ami_en2002b_h01_mee071_0008475_0008574.wav,datasets/13_KWOK_BONA/data/ami_ihm/audios/eval_ami_en2002b_h01_mee071_0008475_0008574.wav,0,kwokbona,test,bonafide,ami_ihm,ami-en2002b-mee071,ami-mee071,NA,h01,en,NA,NA
kwokbona/ami_ihm/audios/eval_ami_en2002b_h01_mee071_0009368_0009393.wav,datasets/13_KWOK_BONA/data/ami_ihm/audios/eval_ami_en2002b_h01_mee071_0009368_0009393.wav,0,kwokbona,test,bonafide,ami_ihm,ami-en2002b-mee071,ami-mee071,NA,h01,en,NA,NA
kwokbona/ami_ihm/audios/eval_ami_en2002b_h01_mee071_0049921_0050095.wav,datasets/13_KWOK_BONA/data/ami_ihm/audios/eval_ami_en2002b_h01_mee071_0049921_0050095.wav,0,kwokbona,test,bonafide,ami_ihm,ami-en2002b-mee071,ami-mee071,NA,h01,en,NA,NA
kwokbona/ami_ihm/audios/eval_ami_en2002b_h01_mee071_0050861_0051348.wav,datasets/13_KWOK_BONA/data/ami_ihm/audios/eval_ami_en2002b_h01_mee071_0050861_0051348.wav,0,kwokbona,test,bonafide,ami_ihm,ami-en2002b-mee071,ami-mee071,NA,h01,en,NA,NA
kwokbona/ami_ihm/audios/eval_ami_en2002b_h01_mee071_0071209_0071456.wav,datasets/13_KWOK_BONA/data/ami_ihm/audios/eval_ami_en2002b_h01_mee071_0071209_0071456.wav,0,kwokbona,test,bonafide,ami_ihm,ami-en2002b-mee071,ami-mee071,NA,h01,en,NA,NA
kwokbona/ami_ihm/audios/eval_ami_en2002b_h01_mee071_0114207_0114225.wav,datasets/13_KWOK_BONA/data/ami_ihm/audios/eval_ami_en2002b_h01_mee071_0114207_0114225.wav,0,kwokbona,test,bonafide,ami_ihm,ami-en2002b-mee071,ami-mee071,NA,h01,en,NA,NA
kwokbona/ami_ihm/audios/eval_ami_en2002b_h01_mee071_0119829_0119979.wav,datasets/13_KWOK_BONA/data/ami_ihm/audios/eval_ami_en2002b_h01_mee071_0119829_0119979.wav,0,kwokbona,test,bonafide,ami_ihm,ami-en2002b-mee071,ami-mee071,NA,h01,en,NA,NA
kwokbona/ami_ihm/audios/eval_ami_en2002b_h01_mee071_0120575_0120691.wav,datasets/13_KWOK_BONA/data/ami_ihm/audios/eval_ami_en2002b_h01_mee071_0120575_0120691.wav,0,kwokbona,test,bonafide,ami_ihm,ami-en2002b-mee071,ami-mee071,NA,h01,en,NA,NA
kwokbona/ami_ihm/audios/eval_ami_en2002b_h01_mee071_0126847_0126890.wav,datasets/13_KWOK_BONA/data/ami_ihm/audios/eval_ami_en2002b_h01_mee071_0126847_0126890.wav,0,kwokbona,test,bonafide,ami_ihm,ami-en2002b-mee071,ami-mee071,NA,h01,en,NA,NA
kwokbona/ami_ihm/audios/eval_ami_en2002b_h01_mee071_0129316_0129464.wav,datasets/13_KWOK_BONA/data/ami_ihm/audios/eval_ami_en2002b_h01_mee071_0129316_0129464.wav,0,kwokbona,test,bonafide,ami_ihm,ami-en2002b-mee071,ami-mee071,NA,h01,en,NA,NA
kwokbona/ami_ihm/audios/eval_ami_en2002b_h01_mee071_0130975_0131000.wav,datasets/13_KWOK_BONA/data/ami_ihm/audios/eval_ami_en2002b_h01_mee071_0130975_0131000.wav,0,kwokbona,test,bonafide,ami_ihm,ami-en2002b-mee071,ami-mee071,NA,h01,en,NA,NA
kwokbona/ami_ihm/audios/eval_ami_en2002b_h01_mee071_0164355_0164381.wav,datasets/13_KWOK_BONA/data/ami_ihm/audios/eval_ami_en2002b_h01_mee071_0164355_0164381.wav,0,kwokbona,test,bonafide,ami_ihm,ami-en2002b-mee071,ami-mee071,NA,h01,en,NA,NA
kwokbona/ami_ihm/audios/eval_ami_en2002b_h01_mee071_0173272_0173354.wav,datasets/13_KWOK_BONA/data/ami_ihm/audios/eval_ami_en2002b_h01_mee071_0173272_0173354.wav,0,kwokbona,test,bonafide,ami_ihm,ami-en2002b-mee071,ami-mee071,NA,h01,en,NA,NA
